#query	EC
TARA_ARC_108_MAG_00139_000000000001_1	3.5.1.9
TARA_ARC_108_MAG_00139_000000000515_8	3.6.3.14
TARA_ARC_108_MAG_00139_000000000515_9	-
TARA_ARC_108_MAG_00139_000000000515_10	-
TARA_ARC_108_MAG_00139_000000000515_11	1.3.1.10,1.3.1.9
TARA_ARC_108_MAG_00139_000000000516_2	-
TARA_ARC_108_MAG_00139_000000000517_1	-
TARA_ARC_108_MAG_00139_000000000517_2	1.3.8.7
TARA_ARC_108_MAG_00139_000000000517_3	-
TARA_ARC_108_MAG_00139_000000000517_4	-
TARA_ARC_108_MAG_00139_000000000517_5	3.5.4.2
TARA_ARC_108_MAG_00139_000000000517_6	-
TARA_ARC_108_MAG_00139_000000000517_7	3.2.2.4
TARA_ARC_108_MAG_00139_000000000518_1	1.1.5.3
TARA_ARC_108_MAG_00139_000000000518_2	-
TARA_ARC_108_MAG_00139_000000000518_3	-
TARA_ARC_108_MAG_00139_000000000518_4	4.2.1.20
TARA_ARC_108_MAG_00139_000000000518_5	1.1.2.3
TARA_ARC_108_MAG_00139_000000000518_6	-
TARA_ARC_108_MAG_00139_000000000518_7	-
TARA_ARC_108_MAG_00139_000000000519_1	1.17.4.1
TARA_ARC_108_MAG_00139_000000000520_1	3.1.6.6
TARA_ARC_108_MAG_00139_000000000520_2	-
TARA_ARC_108_MAG_00139_000000000520_3	-
TARA_ARC_108_MAG_00139_000000000520_4	-
TARA_ARC_108_MAG_00139_000000000520_5	-
TARA_ARC_108_MAG_00139_000000000521_1	-
TARA_ARC_108_MAG_00139_000000000521_2	2.3.1.128
TARA_ARC_108_MAG_00139_000000000521_3	2.3.1.234
TARA_ARC_108_MAG_00139_000000000521_4	-
TARA_ARC_108_MAG_00139_000000000521_5	-
TARA_ARC_108_MAG_00139_000000000521_6	2.6.1.42
TARA_ARC_108_MAG_00139_000000000522_2	-
TARA_ARC_108_MAG_00139_000000000522_3	-
TARA_ARC_108_MAG_00139_000000000523_1	3.1.1.29
TARA_ARC_108_MAG_00139_000000000523_2	-
TARA_ARC_108_MAG_00139_000000000523_3	-
TARA_ARC_108_MAG_00139_000000000523_4	-
TARA_ARC_108_MAG_00139_000000000524_1	-
TARA_ARC_108_MAG_00139_000000000524_2	-
TARA_ARC_108_MAG_00139_000000000524_3	1.8.1.4
TARA_ARC_108_MAG_00139_000000000524_4	-
TARA_ARC_108_MAG_00139_000000000525_2	2.7.7.18
TARA_ARC_108_MAG_00139_000000000525_3	-
TARA_ARC_108_MAG_00139_000000000525_4	3.4.16.4
TARA_ARC_108_MAG_00139_000000000525_5	-
TARA_ARC_108_MAG_00139_000000000525_6	6.1.1.6
TARA_ARC_108_MAG_00139_000000000526_1	3.1.3.48
TARA_ARC_108_MAG_00139_000000000526_2	-
TARA_ARC_108_MAG_00139_000000000526_3	-
TARA_ARC_108_MAG_00139_000000000526_4	5.1.3.6
TARA_ARC_108_MAG_00139_000000000526_5	5.3.1.13
TARA_ARC_108_MAG_00139_000000000526_6	2.7.7.38
TARA_ARC_108_MAG_00139_000000000526_7	-
TARA_ARC_108_MAG_00139_000000000526_8	-
TARA_ARC_108_MAG_00139_000000000526_9	-
TARA_ARC_108_MAG_00139_000000000526_10	-
TARA_ARC_108_MAG_00139_000000000526_11	4.2.1.149
TARA_ARC_108_MAG_00139_000000000526_12	1.3.8.7
TARA_ARC_108_MAG_00139_000000000526_13	-
TARA_ARC_108_MAG_00139_000000000526_14	-
TARA_ARC_108_MAG_00139_000000000526_15	-
TARA_ARC_108_MAG_00139_000000000526_16	-
TARA_ARC_108_MAG_00139_000000000526_17	6.2.1.16
TARA_ARC_108_MAG_00139_000000000527_1	5.99.1.3
TARA_ARC_108_MAG_00139_000000000527_2	-
TARA_ARC_108_MAG_00139_000000000527_3	2.7.7.7
TARA_ARC_108_MAG_00139_000000000527_4	-
TARA_ARC_108_MAG_00139_000000000527_5	-
TARA_ARC_108_MAG_00139_000000000528_1	-
TARA_ARC_108_MAG_00139_000000000528_2	-
TARA_ARC_108_MAG_00139_000000000528_4	-
TARA_ARC_108_MAG_00139_000000000529_1	-
TARA_ARC_108_MAG_00139_000000000529_2	-
TARA_ARC_108_MAG_00139_000000000529_3	-
TARA_ARC_108_MAG_00139_000000000530_1	-
TARA_ARC_108_MAG_00139_000000000530_2	2.8.3.5
TARA_ARC_108_MAG_00139_000000000530_3	2.8.3.5
TARA_ARC_108_MAG_00139_000000000530_4	-
TARA_ARC_108_MAG_00139_000000000531_1	-
TARA_ARC_108_MAG_00139_000000000531_2	-
TARA_ARC_108_MAG_00139_000000000532_1	-
TARA_ARC_108_MAG_00139_000000000532_2	-
TARA_ARC_108_MAG_00139_000000000532_3	-
TARA_ARC_108_MAG_00139_000000000532_4	5.2.1.8
TARA_ARC_108_MAG_00139_000000000533_1	-
TARA_ARC_108_MAG_00139_000000000533_2	-
TARA_ARC_108_MAG_00139_000000000533_3	2.7.4.6
TARA_ARC_108_MAG_00139_000000000533_4	-
TARA_ARC_108_MAG_00139_000000000534_1	-
TARA_ARC_108_MAG_00139_000000000534_2	-
TARA_ARC_108_MAG_00139_000000000534_3	-
TARA_ARC_108_MAG_00139_000000000534_4	-
TARA_ARC_108_MAG_00139_000000000534_5	-
TARA_ARC_108_MAG_00139_000000000534_6	-
TARA_ARC_108_MAG_00139_000000000534_7	-
